,genres,X_lem
13435,"['Drama', 'Mystery & Suspense', 'Romance']","['sliver', 'absurd', 'erotic', 'thriller', 'technobabble', 'posit', 'prime', 'sharon', 'stone', 'professional', 'book', 'nerd']"
13436,"['Drama', 'Mystery & Suspense']","['wooden', 'acting', 'hammy', 'overheated', 'dialogue', 'slow', 'burn', ""n't"", 'much', 'noir', 'mediocre', 'parody', 'one']"
13437,"['Comedy', 'Romance']",[]
13438,"['Action & Adventure', 'Mystery & Suspense']","['slow', 'west', 'serf', 'impressive', 'calling', 'card', 'first-time', 'writer-director', 'john', 'm.', 'maclean', 'offer', 'inventive', 'treat', 'fan', 'western']"
13439,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']",[]
13440,"['Art House & International', 'Horror']",[]
13441,['Horror'],[]
13442,['Horror'],[]
13443,"['Drama', 'Romance']","['visually', 'dazzling', 'emotionally', 'resonant', 'slumdog', 'millionaire', 'film', 'entertaining', 'powerful']"
13444,"['Art House & International', 'Comedy']","['warm', 'real', 'hilarious']"
13445,"['Comedy', 'Drama', 'Gay & Lesbian']",[]
13446,['Comedy'],[]
13447,"['Comedy', 'Drama']",[]
13448,"['Drama', 'Mystery & Suspense']",[]
13449,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['small', 'soldier', 'plenty', 'visual', 'razzle-dazzle', 'rote', 'story', 'prof', 'disappointingly', 'deficient', 'director', 'joe', 'dante', 'trademark', 'anarchic', 'spirit']"
13450,['Drama'],[]
13451,"['Comedy', 'Drama']","['woody', 'allen', 'rise', 'recent', 'slump', 'small', 'time', 'crook', 'simple', 'funny', 'movie', 'crook', 'prof', 'allen', 'still', 'touch', 'made', 'name', 'synonymous', 'off-beat', 'comedy']"
13452,"['Drama', 'Mystery & Suspense']","['small', 'town', 'crime', 'make', 'satisfying', 'modern', 'noir', 'outing', 'largely', 'thanks', 'all-around', 'impressive', 'effort', 'solidly', 'stocked', 'cast', 'led', 'john', 'hawkes']"
13453,"['Documentary', 'Special Interest']",[]
13454,"['Drama', 'Mystery & Suspense']",[]
13455,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']","['smallfoot', 'offer', 'colorful', 'distraction', 'keep', 'younger', 'viewer', 'entertained', 'story', 'whose', 'message', 'might', 'even', 'resonate', 'older', 'audience']"
13456,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",[]
13457,['Drama'],[]
13458,"['Comedy', 'Drama']","['smashed', 'resists', 'temptation', 'play', 'serious', 'subject', 'matter', 'high', 'theatrics', 'opting', 'instead', 'let', 'gentle', 'tone', 'mary', 'elizabeth', 'winstead', 'marvelous', 'performance', 'carry', 'day']"
13459,"['Art House & International', 'Classics', 'Comedy', 'Drama']",[]
13460,['Horror'],[]
13461,['Comedy'],"['although', 'many', 'joke', 'done', 'anna', 'faris', 'bright', 'performance', 'gregg', 'araki', 'sharp', 'direction', 'make', 'smiley', 'face', 'average', 'stoner', 'comedy']"
13462,"['Art House & International', 'Drama']",[]
13463,"['Comedy', 'Drama', 'Special Interest']","['smoke', 'signal', 'tell', 'familiar', 'story', 'underrepresented', 'point', 'view', 'proving', 'fresh', 'perspective', 'help', 'subvert', 'long-established', 'expectation']"
13464,"['Action & Adventure', 'Comedy']","['much', 'head', 'plenty', 'beneath', 'hood', 'smokey', 'bandit', 'infectious', 'fun', 'plenty', 'car', 'wreck', 'keep', 'eye', 'glued']"
13465,"['Action & Adventure', 'Comedy']",[]
13466,"['Action & Adventure', 'Comedy', 'Drama']","['violent', 'mess', 'movie', 'smokin', 'ace', 'quentin', 'tarantino', 'style', 'much', 'wit', 'humor']"
13467,"['Action & Adventure', 'Comedy', 'Drama']",[]
13468,"['Comedy', 'Drama']",[]
13469,"['Animation', 'Comedy', 'Kids & Family']","['smurfs', ':', 'lost', 'village', 'may', 'satisfy', 'young', 'viewer', 'hardcore', 'smurfaholics', 'predictable', 'story', 'bland', 'animation', 'continue', 'franchise', 'recent', 'mediocre', 'streak']"
13470,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']","['snabba', 'cash', '(', 'easy', 'money', ')', 'cut', 'cube', 'nordic', 'noir', 'whose', 'taut', 'storytelling', 'pack', 'extra', 'dose', 'hard-hitting', 'heft']"
13471,['Drama'],[]
13472,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['snake', 'eye', 'number', 'ingredient', 'promise', 'trashy', 'fun', 'time', ';', 'unfortunately', ""'re"", 'lost', 'energetic', 'stylish', 'thriller', 'frustratingly', 'hollow', 'core']"
13473,"['Classics', 'Drama', 'Mystery & Suspense']",[]
13474,"['Action & Adventure', 'Horror', 'Mystery & Suspense']","['snake', 'plane', 'life', 'title', 'featuring', 'snake', 'plane', ""n't"", 'perfect', ""n't"", 'need']"
13475,"['Comedy', 'Drama']","['warm', 'funny', 'populated', 'easily', 'relatable', 'character', 'snapper', 'compulsively', 'watchable', 'slice-of-life', 'dramedy', 'much', 'recommend']"
13476,['Drama'],[]
13477,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']","['though', 'perhaps', 'case', 'style', 'substance', 'guy', 'ritchie', 'second', 'crime', 'caper', 'full', 'snappy', 'dialogue', 'dark', 'comedy', 'interesting', 'character']"
13478,"['Action & Adventure', 'Comedy']","['snatched', 'pair', 'terrifically', 'talented', 'star', 'presence', ""n't"", 'enough', 'compensate', 'rote', 'comedy', 'threadbare', 'plot', 'scattershot', 'laugh']"
13479,"['Action & Adventure', 'Comedy', 'Horror', 'Science Fiction & Fantasy']","['snatcher', 'practical', 'effect', 'strong', 'writing', 'come', 'together', 'create', 'sci-fi', 'comedy', 'fun', 'frenetic', 'time', 'freakin', 'crazy', '(', 'best', 'way', ')']"
13480,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']","[""n't"", 'much', 'sneaker', 'plot', 'made', 'film', 'breezy', 'panache', 'hi-tech', 'lingo']"
13481,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['though', 'feature', 'one', 'dwayne', 'johnson', 'thoughtful', 'performance', 'presentation', 'snitch', 'underlying', 'message', 'muddled', 'lackluster', 'storytelling', 'tonal', 'inconsistency']"
13482,"['Animation', 'Comedy', 'Drama', 'Kids & Family']",[]
13483,['Drama'],"['fine', 'acting', 'considerable', 'emotional', 'depth', 'snow', 'angel', 'aptly', 'capture', 'high', 'especially', 'low', 'human', 'relationship']"
13484,"['Comedy', 'Kids & Family']","['weak', 'assembly', 'character', 'story', 'line', 'made', 'movie', 'forgettable', 'silly']"
13485,"['Action & Adventure', 'Comedy', 'Kids & Family']","['mediocre', 'live-action', 'child', 'movie', 'snow', 'dog', 'filled', 'cliched', 'dialogue', 'tiresome', 'pratfall', 'stale', 'fish-out-of-water', 'joke']"
13486,"['Drama', 'Romance']","['though', 'snow', 'falling', 'cedar', 'beautiful', 'look', 'critic', 'say', 'story', 'becomes', 'dull', 'tedious', 'sit']"
13487,"['Art House & International', 'Drama']",[]
13488,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",[]
13489,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy', 'Romance']","['offer', 'appropriately', 'dark', 'take', 'fairy', 'tale', 'inspired', 'snow', 'white', 'huntsman', 'undone', 'uneven', 'acting', 'problematic', 'pacing', 'confused', 'script']"
13490,['Drama'],"['snowden', 'boast', 'thrilling', 'fact-based', 'tale', 'solid', 'lead', 'performance', 'joseph', 'gordon-levitt', 'even', 'director', 'oliver', 'stone', 'sap', 'story', 'impact', 'playing', 'safe']"
13491,"['Drama', 'Kids & Family']",[]
13492,['Science Fiction & Fantasy'],"['snowpiercer', 'offer', 'audaciously', 'ambitious', 'action', 'spectacular', 'filmgoers', 'numb', 'effects-driven', 'blockbuster']"
13493,"['Action & Adventure', 'Classics', 'Drama']",[]
13494,['Drama'],[]
13495,"['Action & Adventure', 'Art House & International', 'Drama', 'Science Fiction & Fantasy']","['hk', 'actioner', 'ooze', 'style']"
13496,"['Documentary', 'Special Interest']","['intelligent', 'even-handed', '...', 'go', 'nation', 'take', 'impressively', 'comprehensive', 'look', 'behind', 'scene', 'modern', 'american', 'election', 'process']"
13497,"['Comedy', 'Romance']","['married', 'axe', 'murderer', 'unique', 'rom-com', 'moment', 'heart', 'hilarity', 'even', ""'re"", 'scattered', 'cohere', 'consistent', 'whole']"
13498,"['Documentary', 'Special Interest', 'Sports & Fitness']","['poignant', 'documentary', 'terminal', 'illness', 'moving', 'honest']"
13499,"['Action & Adventure', 'Comedy']",[]
13500,['Drama'],[]
13501,['Comedy'],"['soapdish', 'may', 'addictive', 'serialized', 'drama', 'spoofing', 'talented', 'cast', 'help', 'make', 'affectionate', 'sendup', 'feel', 'fresh']"
13502,['Comedy'],"['sustained', 'blast', 'unbridled', 'vitriol', 'writer-director', 'blake', 'edward', 's.o.b', 'one', 'blackest', 'consistently', 'funny', 'hollywood', 'satire', 'ever', 'put', 'film']"
13503,['Drama'],[]
13504,"['Comedy', 'Romance']",[]
13505,['Documentary'],[]
13506,"['Classics', 'Horror', 'Mystery & Suspense']",[]
13507,['Drama'],"['brought', 'brilliantly', 'life', 'christian', 'malheiros', 'soulful', 'performance', 'socrates', 'us', 'one', 'boy', 'story', 'check', 'nation', 'pulse']"
13508,"['Art House & International', 'Drama', 'Romance']",[]
13509,['Comedy'],[]
13510,"['Drama', 'Mystery & Suspense']","['solace', 'boast', 'talented', 'cast', 'somewhat', 'intriguing', 'premise', ""'re"", 'outweighed', 'plodding', 'story', 'teeter', 'tired', 'clichés', 'ludicrous', 'twist']"
13511,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
13512,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","['slow-moving', 'cerebral', 'ambiguous', 'solaris', 'movie', 'everyone', 'offer', 'intriguing', 'issue', 'ponder']"
13513,"['Action & Adventure', 'Classics', 'Drama', 'Western']",[]
13514,['Action & Adventure'],[]
13515,"['Drama', 'Mystery & Suspense']","['meticulously-crafted', 'murder', 'mystery', 'incisive', 'observation', 'race', 'america', 'soldier', 'story', 'benefit', 'roundly', 'excellent', 'ensemble', 'charles', 'fuller', 'politically', 'urgent', 'screenplay']"
13516,"['Classics', 'Comedy', 'Romance']",[]
13517,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
13518,"['Comedy', 'Drama']","['built', 'around', 'singularly', 'unpleasant', 'main', 'character', 'solitary', 'man', 'needed', 'flawless', 'central', 'performance', 'succeed', 'michael', 'douglas', 'delivers']"
13519,"['Comedy', 'Drama']",[]
13520,['Drama'],[]
13521,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['featuring', 'hammy', 'performance', 'bland', 'character', 'solo', 'straightforward', 'actioner', 'predictable', 'instantly', 'forgettable']"
13522,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","['flawed', 'yet', 'fun', 'fast-paced', 'space', 'adventure', 'solo', ':', 'star', 'war', 'story', 'satisfy', 'newcomer', 'saga', 'well', 'longtime', 'fan', 'check', 'expectation', 'theater', 'door']"
13523,"['Art House & International', 'Comedy', 'Drama']",[]
13524,"['Drama', 'Musical & Performing Arts']","['though', 'feature', 'strong', 'performance', 'lead', 'player', 'lack', 'narrative', 'focus', 'prevents', 'soloist', 'hitting', 'mark']"
13525,"['Classics', 'Drama', 'Romance']",[]
13526,"['Action & Adventure', 'Science Fiction & Fantasy']","['solomon', 'kane', 'formulaic', 'bleak', 'narrative', 'overcome', 'entertaining', 'straightforward', 'adherence', 'genre', 'exciting', 'gore', 'gratifying', 'lead', 'performance', 'james', 'purefoy']"
13527,"['Classics', 'Drama']",[]
13528,"['Comedy', 'Drama']",[]
13529,"['Comedy', 'Drama', 'Romance']",[]
13530,"['Comedy', 'Drama']",[]
13531,"['Comedy', 'Drama']",[]
13532,"['Comedy', 'Horror', 'Mystery & Suspense']",[]
13533,['Comedy'],"['stranding', 'pierce', 'brosnan', 'charmless', 'cad', 'tone-deaf', 'romantic', 'comedy', 'kind', 'something', 'definitely', ""n't"", 'beautiful']"
13534,"['Comedy', 'Drama']",[]
13535,"['Comedy', 'Drama', 'Romance']","['kind', 'wonderful', 'above-average', ""'80s"", 'teen', 'fare', 'people', 'need', 'much', 'john', 'hughes', 'life', 'possible']"
13536,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']","['like', 'hot', ':', 'spry', 'quick-witted', 'farce', 'never', 'drag']"
13537,['Drama'],[]
13538,['Drama'],"['velvet', 'morning', 'mark', 'writer-director', 'neil', 'labute', 'welcome', 'return', 'mode', 'challenging', 'chamber', 'piece', 'misanthropic', 'two-hander', 'slight', 'produce', 'bite', 'filmmaker', 'best', 'work']"
13539,"['Classics', 'Drama']",[]
13540,['Comedy'],"['somebody', 'like', 'prof', 'still', 'life', 'left', 'charmingly', 'offbeat', 'indie', 'dramedy', 'largely', 'thanks', 'effort', 'immensely', 'likable', 'cast']"
13541,"['Comedy', 'Drama']",[]
13542,"['Comedy', 'Romance']","['someone', 'great', 'lack', 'originality', 'make', 'relatability', 'charm', 'thanks', 'large', 'part', 'undeniable', 'chemistry', 'talented', 'lead']"
13543,"['Comedy', 'Drama', 'Romance']",[]
13544,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['plot', 'sometimes', 'hard', 'swallow', 'fine', 'acting', 'director', 'ridley', 'scott', 'stylish', 'visual', 'flair', 'make', 'someone', 'watch', 'engaging', 'police', 'thriller']"
13545,"['Art House & International', 'Comedy', 'Drama']","['shane', 'meadow', 'hit', 'spot', 'short', 'sweet', 'slice', 'good', 'natured', 'comedy', 'surprisingly', 'essentially', 'extended', 'black', '&', 'white', 'advert', 'train', 'station']"
13546,['Drama'],"['poignant', 'coming-of-age', 'tale', 'marked', 'breakout', 'lead', 'performance', 'abbie', 'cornish', 'successful', 'directorial', 'debut', 'cate', 'shortland']"
13547,"['Drama', 'Horror', 'Mystery & Suspense']",[]
13548,"['Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']","['spite', 'solid', 'performance', 'kate', 'hudson', 'john', 'krasinski', 'something', 'borrowed', 'unpleasant', 'misfire', 'life', 'title']"
13549,"['Documentary', 'Musical & Performing Arts']",[]
13550,['Drama'],"['insightful', 'solidly', 'acted', 'smartly', 'filmed', 'something', 'air', 'skillfully', 'capture', 'idealism', 'youth', 'without', 'falling', 'back', 'cheap', 'nostalgia']"
13551,"['Art House & International', 'Comedy', 'Drama']",[]
13552,"['Comedy', 'Drama', 'Romance']","['something', 'new', 'tackle', 'serious', 'question', 'race', 'interracial', 'relationship', 'genuine', 'appeal', 'alluring', 'romance', 'develops', 'naturally', 'plot']"
13553,"['Classics', 'Drama']",[]
13554,"['Documentary', 'Special Interest', 'Sports & Fitness']",[]
13555,"['Comedy', 'Drama', 'Romance']","['small-town', 'gossip', 'battle', 'sex', 'really', 'add', 'something', 'talk', 'especially', 'much', 'talent', 'camera']"
13556,"['Art House & International', 'Comedy', 'Drama']","['boasting', 'load', 'quirky', 'charm', 'pair', 'likable', 'lead', 'confident', 'direction', 'jonathan', 'demme', 'something', 'wild', 'navigates', 'unpredictable', 'tonal', 'twist', 'room', 'spare']"
13557,"['Comedy', 'Romance']","['though', 'occasionally', 'stumble', 'sitcom', 'territory', 'something', 'got', 'ta', 'give', 'mostly', 'smart', 'funny', 'romantic', 'comedy', 'sharp', 'performance', 'jack', 'nicholson', 'diane', 'keaton', 'keanu', 'reef']"
13558,"['Action & Adventure', 'Classics', 'Drama']",[]
13559,"['Cult Movies', 'Horror', 'Mystery & Suspense']","['tim', 'matheson', 'gripping', 'performance', 'strong', 'mood', 'make', 'sometimes', 'come', 'back', 'effective', 'wholly', 'revelatory', 'stephen', 'king', 'adaptation']"
13560,['Horror'],[]
13561,"['Comedy', 'Drama']","['cover', 'familiar', 'territory', 'sofia', 'coppola', 'somewhere', 'remains', 'hypnotic', 'seductively', 'pensive', 'meditation', 'nature', 'celebrity', 'anchored', 'charming', 'performance', 'stephen', 'dorff', 'elle', 'fanning']"
13562,"['Documentary', 'Special Interest']",[]
13563,"['Classics', 'Drama', 'Mystery & Suspense']",[]
13564,"['Drama', 'Science Fiction & Fantasy', 'Romance']",[]
13565,"['Drama', 'Mystery & Suspense', 'Romance']","['sommersby', 'stumble', 'consistently', 'compelling', 'mystery', 'typically', 'solid', 'work', 'jodie', 'foster', 'richard', 'gere', 'fuel', 'engaging', 'romance']"
13566,"['Art House & International', 'Classics', 'Comedy', 'Horror', 'Science Fiction & Fantasy']",[]
13567,['Comedy'],[]
13568,['Drama'],"['gritty', 'stylish', 'smart', 'son', 'gun', 'serf', 'plenty', 'genre', 'thrill', 'offering', 'refreshing', 'change', 'pace', 'ewan', 'mcgregor']"
13569,"['Action & Adventure', 'Animation']",[]
13570,"['Action & Adventure', 'Animation', 'Kids & Family']",[]
13571,"['Classics', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",[]
13572,"['Classics', 'Horror', 'Science Fiction & Fantasy']","['boris', 'karloff', 'final', 'appearance', 'monster', 'fitting', 'farewell', 'series', 'descended', 'self-parody']"
13573,['Drama'],"['faithful', 'may', 'find', 'spirit', 'raised', 'purely', 'cinematic', 'term', 'son', 'god', 'dull', 'heavy-handed', 'spark', 'much', 'fervor']"
13574,"['Action & Adventure', 'Classics', 'Comedy', 'Horror']",[]
13575,"['Art House & International', 'Drama', 'Faith & Spirituality']",[]
13576,['Comedy'],"['undeniable', 'heart', 'charming', 'young', 'lead', 'save', 'film', 'nostalgic', 'storyline', 'suffering', 'hand', 'predictability']"
13577,['Drama'],"['grimly', 'intense', 'yet', 'thoroughly', 'rewarding', 'son', 'saul', 'offer', 'unforgettable', 'viewing', 'experience', 'establishes', 'director', 'lászló', 'nemes', 'talent', 'watch']"
13578,"['Comedy', 'Science Fiction & Fantasy']","['overly', 'frantic', 'painfully', 'unfunny', 'sorely', 'missing', 'presence', 'jim', 'carrey']"
13579,['Comedy'],"['roberto', 'benigni', 'undeniably', 'gifted', 'physical', 'comic', 'misguided', 'son', 'pink', 'panther', 'betrays', 'energetic', 'effort', 'painfully', 'unfunny', 'script']"
13580,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']",[]
13581,"['Classics', 'Drama', 'Faith & Spirituality']",[]
